Token	POS-Tag	OOV	Id	Index	__next__	Granularidade	Documento
agências	NOUN	0	8	25	930	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
bancárias	ADJ	1	8	26	931	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
,	PUNCT	0	8	27	932	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
bases	NOUN	0	8	28	933	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
policiais	ADJ	0	8	29	934	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
e	CCONJ	0	8	30	935	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
prédios	NOUN	0	8	31	936	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
públicos	ADJ	0	8	32	937	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
.	PUNCT	0	8	33	938	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
Pelo	ADP	0	8	34	939	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
menos	NOUN	0	8	35	940	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
oito	NUM	0	8	36	941	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
ataques	NOUN	0	8	37	942	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
foram	AUX	0	8	38	943	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
confirmados	VERB	1	8	39	944	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
.	PUNCT	0	8	40	945	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
Os	DET	0	8	41	946	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
ataques	NOUN	0	8	42	947	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
desta	ADP	0	8	43	948	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
madrugada	NOUN	0	8	44	949	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
,	PUNCT	0	8	45	950	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
até	ADP	0	8	46	951	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
agora	ADV	0	8	47	952	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
,	PUNCT	0	8	48	953	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
não	ADV	0	8	49	954	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
deixaram	VERB	0	8	50	955	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
mortos	NOUN	0	8	51	956	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
ou	CCONJ	0	8	52	957	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
feridos	VERB	0	8	53	958	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
.	PUNCT	0	8	54	959	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
As	DET	0	8	55	960	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
ações	NOUN	0	8	56	961	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
